sample_id,feat_3,feat_5,feat_8,feat_9,feat_10
1,4.733524615689849,-4.655948248067105,23.134672309828943,-3.9026440741463886,-6.8097947377857775
2,10.19366686934183,1.6241733408845098,61.35566808539282,-2.847524198715015,-10.212828222036638
3,4.674113456725894,-0.8671695199554574,22.71879419708126,0.8467678495958104,-1.1507205212330402
4,-4.531107124435807,1.823496022030656,-41.71774987105065,1.10212331767829,-1.293446369060285
5,6.736950533413294,0.1209014697991401,37.15865373389306,-3.5375611883555664,-0.9372765410093292
6,8.800559123229913,-1.121006191276254,51.60391386260939,-2.4713065972950248,-4.589918679873152
7,2.742519928642525,0.5091610031105226,9.197639500497672,-5.615415558641418,-0.8286873019711136
8,3.915590989494919,0.1911087278532994,17.40913692646443,-4.333809688531969,3.0612999460753567
9,-0.2920551751952738,3.662387461089428,-12.044386226366916,-3.22681474252422,1.468213687406161
10,1.5214108386920706,2.057314780568921,0.6498758708444949,-3.0189987896965023,-1.770203555300381
11,8.231578589810603,-2.274090732365167,47.62105012867422,-2.321034709110789,-2.4901458156260103
12,9.07644829459998,3.6420520371002048,53.53513806219986,-4.5246472220171725,3.836813876561587
13,2.2282648477177345,2.669822769490418,5.59785393402414,-0.9711200735053808,3.2680755621476
14,-1.9861903960639855,2.722447142021881,-23.9033327724479,-4.296067723037593,-3.0736393085145104
15,5.480777985653152,-0.1929123823631575,28.365445899572062,-2.660375345723319,-1.8321614008382832
16,4.552662667345553,1.8265721886773985,21.86863867141887,-2.744915771967698,-3.9051962616624087
17,4.8791126584110565,-1.1163538973732354,24.15378860887739,-2.7740776954617443,2.980686231116813
18,3.046909362066969,-2.3675460769528045,11.328365534468784,2.042756078477609,-4.604941239247752
19,5.240632627896415,1.3534454429249902,26.6844283952749,-0.1119838377605129,-2.0356267663155827
20,3.947602332790196,1.3120961041804815,17.633216329531372,-5.025257437410696,1.049077957979725
21,4.028036476333842,-1.1824196159381937,18.196255334336893,-4.472372812377315,2.3160827639108383
22,5.9427205214525305,1.38555564709063,31.599043650167715,-3.600445009019767,7.249812049053234
23,7.086527491801308,1.0425246894563789,39.60569244260916,-2.479131982646381,0.2724537000268729
24,7.816463389499755,3.557765731282071,44.71524372649829,-2.55092228024166,-3.0760731404066486
25,4.4846634411086725,-1.9800267241954812,21.392644087760708,-3.3863628633616023,-6.310426531812724
26,5.9590215233438695,3.171715303282556,31.713150663407085,-3.200733598831816,-4.056084934643563
27,0.1932755217586068,3.525456294529924,-8.647071347689753,1.1300897896371551,-0.1615431422560975
28,6.807448003663888,0.6319585226006116,37.652136025647216,-5.476119497003074,-9.035339116649515
29,3.0328087512013395,2.01121293895043,11.229661258409376,-2.340896239564856,-3.057195050584025
30,7.404693911590172,1.3991900347447657,41.832857381131205,0.4600833182280777,-6.042367395632342
31,6.368305818710175,2.042605771071893,34.57814073097122,0.6751480002166845,-11.76596900691571
32,2.7706900728152237,2.7423191125390005,9.394830509706562,-3.9419242360316793,-2.5972943469928795
33,-1.796106803221079,4.914369002942763,-22.572747622547556,-2.455757960693853,7.342304824480606
34,4.829274095757119,1.1387260493688551,23.804918670299838,-5.478500769238778,4.732643544124403
35,-2.5723029971689604,1.3783758524886869,-28.00612098018272,-4.903985578404322,-0.6193715431668203
36,3.442733256872437,2.09739460892275,14.09913279810706,0.3938310279476766,-0.6509766653252747
37,2.760077132475005,0.0970188080430591,9.320539927325036,-3.393283873484126,-3.068819826310262
38,7.315777833742785,3.421397433163737,41.21044483619949,-4.624734971673671,-11.81184582919274
39,1.5056314857516715,-0.1803185855507316,0.5394204002617027,-6.803324513875831,3.890527997789744
40,2.0759297612195606,1.6640570482006332,4.531508328536924,3.634301965815143,-0.2896272932963704
41,-4.508449824582831,0.9358626053995416,-41.559148772079816,-2.855671355178917,-0.5740570178430913
42,5.430910558749023,3.099216416179246,28.016373911243164,-4.6830932049307386,-6.428582634717351
43,-2.688981388954242,-0.2247457424631034,-28.82286972267969,-1.624356958837765,-5.918416016989227
44,1.6564443570656635,7.027686378342924,1.595110499459647,-3.578176256729116,-0.2082890891526829
45,0.1597599731175525,3.10144294884894,-8.881680188177132,-1.2089777969663882,1.9983303746660412
46,4.435400384407018,-0.9673789872330688,21.047802690849124,-3.607707967997692,4.60188303188522
47,6.008892845156924,-1.0531324785035872,32.062249916098466,0.9967257756740744,-2.2026192664930173
48,9.128231944243597,0.7312094043590212,53.89762360970517,-3.7150419425793446,-0.6859113042985738
49,4.419002760077278,1.81813915399176,20.93301932054095,-2.500760197960044,-9.885582449825838
50,0.5850760297073516,-0.419881801740315,-5.904467792048539,-0.7115660877565517,-5.061279921246976
51,-0.7279496198594533,1.1789332539771842,-15.095647339016171,-0.817355245378431,4.522421630042344
52,-2.560175947935,-0.5839391917158305,-27.921231635545,-0.3628688863747706,-1.6292728931124436
53,7.254403918734487,0.3389158635092475,40.78082743114141,-5.517566046473966,-3.0714187686250414
54,4.490596233672583,0.0127520221973964,21.43417363570808,-1.595299987241536,-4.750150558468281
55,2.510058123099516,1.5500183510471088,7.570406861696611,-1.659383091876623,2.765926957683837
