sample_id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10
1,-3.204445100366127,-2.415108663888087,4.733524615689849,0.04058141400301506,-4.655948248067105,-3.4088902007322543,-8.330729101358255,23.134672309828943,-3.9026440741463886,-6.8097947377857775
2,2.9458728265064584,-3.335114823669577,10.19366686934183,19.027262640021466,1.6241733408845098,8.891745653012917,-3.040387858623676,61.35566808539282,-2.847524198715015,-10.212828222036638
3,-6.004144500128735,0.958169463427899,4.674113456725894,0.0024685002471872626,-0.8671695199554574,-9.00828900025747,-3.4216057582683637,22.71879419708126,0.8467678495958104,-1.1507205212330402
4,-6.504897411493454,-2.24769973468726,-4.531107124435807,0.001496094232920588,1.823496022030656,-10.009794822986908,-3.104309329135425,-41.71774987105065,1.10212331767829,-1.293446369060285
5,-1.178135231633048,-4.1433686410788395,6.736950533413294,0.307852276864517,0.12090146979914018,0.643729536733904,-2.671351126240574,37.15865373389306,-3.5375611883555664,-0.9372765410093291
6,-7.718701637748705,-1.976202458614363,8.800559123229913,0.00044443727003557837,-1.121006191276254,-12.43740327549741,0.4108268885350208,51.60391386260939,-2.4713065972950248,-4.5899186798731515
7,-2.077359273906814,-5.195067580713175,2.742519928642525,0.1252605546497593,0.5091610031105226,-1.1547185478136281,-7.423693319898389,9.197639500497672,-5.615415558641418,-0.8286873019711136
8,-6.601181534356151,1.3848250350566733,3.915590989494919,0.0013587616651534852,0.19110872785329946,-10.202363068712302,-2.746870319473077,17.40913692646443,-4.333809688531969,3.0612999460753567
9,-5.11971700146908,-3.73046823008855,-0.2920551751952738,0.005977714340032917,3.6623874610894283,-7.239434002938159,1.4621419802670097,-12.044386226366917,-3.22681474252422,1.4682136874061613
10,-5.100800729537658,-0.48800413808621523,1.5214108386920706,0.006091866674454204,2.057314780568921,-7.201601459075317,-3.309624383101207,0.6498758708444949,-3.0189987896965023,-1.770203555300381
11,-7.1596167749721396,-2.509831770143828,8.231578589810603,0.0007773523970373454,-2.274090732365167,-11.319233549944279,-2.4627331443707283,47.62105012867422,-2.321034709110789,-2.4901458156260103
12,-6.138651370636557,-7.014293385899237,9.076448294599981,0.0021578317721352765,3.6420520371002048,-9.277302741273115,-6.397751693779874,53.53513806219986,-4.5246472220171725,3.836813876561587
13,-3.0969080959965907,-7.267772010121549,2.2282648477177345,0.04518870575715689,2.669822769490418,-3.1938161919931813,-2.5345984438343105,5.59785393402414,-0.9711200735053809,3.2680755621476
14,-6.008228929808038,-7.221413881126159,-1.9861903960639857,0.002458438393968367,2.722447142021881,-9.016457859616075,-1.461900989912039,-23.9033327724479,-4.296067723037593,-3.0736393085145104
15,-4.745959634429483,1.579049705595199,5.480777985653152,0.008686721927281477,-0.19291238236315755,-6.491919268858966,-9.517681221609383,28.365445899572066,-2.660375345723319,-1.8321614008382832
16,-6.653826709002426,-7.084743668090484,4.552662667345553,0.001289079721988428,1.8265721886773985,-10.307653418004852,-5.356343083632068,21.86863867141887,-2.744915771967698,-3.9051962616624087
17,-5.65518985697258,-1.9171531008703346,4.8791126584110565,0.0034993086555882395,-1.1163538973732354,-8.31037971394516,-1.445905045705799,24.15378860887739,-2.7740776954617443,2.980686231116813
18,-2.7694813282252984,-0.5230499178998627,3.046909362066969,0.06269451418549565,-2.3675460769528045,-2.5389626564505967,-9.43326885822622,11.328365534468784,2.0427560784776095,-4.6049412392477524
19,-3.959130820036455,-3.5263713156290644,5.240632627896415,0.019079690771525187,1.3534454429249902,-4.91826164007291,-4.966414999474771,26.6844283952749,-0.1119838377605129,-2.0356267663155827
20,-9.765070848692117,-2.8038935745390097,3.947602332790196,5.742270078905465e-05,1.3120961041804817,-16.530141697384234,-2.6211021555803073,17.633216329531372,-5.025257437410696,1.049077957979725
21,-6.163859262077161,0.7297185873903933,4.028036476333842,0.0021041172424165564,-1.1824196159381937,-9.327718524154323,-1.302267066000213,18.196255334336893,-4.472372812377315,2.3160827639108383
22,-1.9606711218450281,-0.8336963418318093,5.9427205214525305,0.14076391947224903,1.38555564709063,-0.9213422436900562,-6.345530754910126,31.599043650167715,-3.600445009019767,7.249812049053234
23,-3.3489473255827518,-2.2158345410274243,7.086527491801308,0.03512130594857278,1.0425246894563787,-3.6978946511655035,-8.12646087292281,39.60569244260916,-2.479131982646381,0.27245370002687297
24,-9.026940190291086,-2.6294432864599897,7.816463389499755,0.00012012950481794133,3.557765731282071,-15.053880380582171,-3.1691330069131394,44.71524372649829,-2.55092228024166,-3.0760731404066486
25,4.546672134227487,1.1292729829631352,4.4846634411086725,94.31800779384616,-1.9800267241954814,12.093344268454974,-1.580671576647024,21.392644087760708,-3.3863628633616023,-6.310426531812724
26,1.227725372356522,-6.406514018969979,5.9590215233438695,3.4134563569075866,3.1717153032825562,5.455450744713044,-2.3657168552259042,31.713150663407085,-3.200733598831816,-4.056084934643563
27,1.4062580911404474,-5.264193169153926,0.19327552175860685,4.080657352064641,3.5254562945299237,5.812516182280895,-1.3776038468966743,-8.647071347689753,1.1300897896371551,-0.16154314225609756
28,-1.1043543133670823,3.1690188356750904,6.807448003663888,0.3314248097389517,0.6319585226006116,0.7912913732658353,-2.7381470339410465,37.652136025647216,-5.476119497003074,-9.035339116649515
29,-1.7904633256494125,-3.4047769041076723,3.0328087512013395,0.16688283065596102,2.01121293895043,-0.5809266512988249,-4.329518937735156,11.229661258409376,-2.3408962395648554,-3.057195050584025
30,-7.360171539166373,-4.594937053568699,7.404693911590172,0.000636089335944861,1.3991900347447657,-11.720343078332746,-7.537326281571503,41.832857381131205,0.4600833182280777,-6.042367395632342
31,-3.9944042464833203,-4.455580057889258,6.368305818710175,0.01841841597890446,2.042605771071893,-4.9888084929666405,-6.245841756657256,34.57814073097122,0.6751480002166845,-11.76596900691571
32,4.868174349249477,-5.7727525470887375,2.7706900728152233,130.08321346446462,2.7423191125390005,12.736348698498954,-4.013395199100009,9.394830509706562,-3.9419242360316793,-2.5972943469928795
33,-1.5403530896309663,-0.1494367561227148,-1.796106803221079,0.2143054190451074,4.914369002942763,-0.08070617926193258,-4.0630077174812405,-22.572747622547553,-2.4557579606938535,7.342304824480606
34,-4.684145065698855,-3.8234370212431577,4.829274095757119,0.00924063136886805,1.1387260493688551,-6.3682901313977105,-0.8358257548335462,23.804918670299834,-5.478500769238778,4.732643544124403
35,-4.753793557985643,-0.8039973571695285,-2.5723029971689604,0.008618936670675545,1.3783758524886869,-6.507587115971287,-1.9847511790887884,-28.006120980182722,-4.903985578404322,-0.6193715431668203
36,-3.3795060418086935,-1.4671460448894953,3.442733256872437,0.0340642769081418,2.09739460892275,-3.759012083617387,-4.698753774333408,14.09913279810706,0.39383102794767666,-0.6509766653252747
37,-4.628325901925846,0.37492241470330834,2.760077132475005,0.009771103202766319,0.09701880804305918,-6.2566518038516925,0.4391377397712448,9.320539927325036,-3.3932838734841266,-3.068819826310262
38,-0.6384297093051239,-0.6542912757856323,7.315777833742785,0.5281210768726406,3.421397433163737,1.7231405813897522,-4.935789845615206,41.21044483619949,-4.6247349716736705,-11.811845829192741
39,-1.5171113922007913,-7.126015640064205,1.5056314857516717,0.21934457316587955,-0.18031858555073166,-0.03422278440158255,-6.703786956007125,0.5394204002617027,-6.803324513875831,3.890527997789744
40,-1.6744684960864127,-5.807141221794042,2.0759297612195606,0.1874077609740307,1.6640570482006332,-0.34893699217282537,-4.140438684276619,4.531508328536924,3.6343019658151428,-0.2896272932963704
41,3.6538651233373365,-1.9611554426031683,-4.508449824582831,38.623663139248634,0.9358626053995416,10.307730246674673,0.16004042064145185,-41.559148772079816,-2.8556713551789166,-0.5740570178430913
42,-4.530930984400149,3.162130913838279,5.430910558749023,0.010770644102025013,3.099216416179246,-6.061861968800297,-3.4144890664227088,28.016373911243164,-4.6830932049307386,-6.428582634717351
43,-6.452965964686876,-4.0227970076486965,-2.688981388954242,0.0015758413408134987,-0.22474574246310342,-9.905931929373752,-3.6860274016139956,-28.822869722679695,-1.624356958837765,-5.918416016989227
44,-5.8568956571109165,-2.4151696394893105,1.6564443570656637,0.002860108673597478,7.027686378342924,-8.713791314221833,-3.0424205640712385,1.595110499459647,-3.5781762567291158,-0.20828908915268296
45,-0.16331992150103813,0.3138027119152933,0.15975997311755252,0.8493194293994178,3.10144294884894,2.6733601569979237,-3.4954289884825314,-8.881680188177132,-1.2089777969663882,1.9983303746660415
46,-10.218106029865067,-4.243761315704114,4.435400384407018,3.650336791951516e-05,-0.9673789872330687,-17.436212059730135,-7.878811670204495,21.047802690849124,-3.6077079679976922,4.60188303188522
47,-7.10888132474119,1.3145634058192606,6.0088928451569235,0.0008178093436576182,-1.0531324785035872,-11.21776264948238,-1.9016886478476978,32.062249916098466,0.9967257756740744,-2.2026192664930173
48,-8.361972271418093,0.12878172254837406,9.128231944243595,0.00023358318971919488,0.7312094043590212,-13.723944542836186,-5.019127005137017,53.897623609705164,-3.7150419425793446,-0.6859113042985738
49,-10.022392337303758,1.1377082920768062,4.419002760077278,4.4394616880626674e-05,1.8181391539917597,-17.044784674607516,-3.1018574890917043,20.93301932054095,-2.500760197960044,-9.885582449825838
50,-7.695417726069733,-3.1437179883550197,0.5850760297073516,0.0004549069224108933,-0.419881801740315,-12.390835452139466,-4.672330415824196,-5.904467792048539,-0.7115660877565517,-5.061279921246976
51,-6.96562778862847,-2.2920345125611465,-0.7279496198594533,0.0009437702613716056,1.1789332539771842,-10.93125557725694,-5.800403882760674,-15.095647339016173,-0.817355245378431,4.522421630042344
52,-3.157401680949755,-2.8877090597390245,-2.560175947935,0.0425361200295449,-0.5839391917158305,-3.31480336189951,-5.324355326192666,-27.921231635545,-0.36286888637477066,-1.6292728931124436
53,-0.38241042350248033,-3.1816435103406224,7.2544039187344875,0.682214998669641,0.3389158635092475,2.2351791529950393,-2.6333837431077076,40.78082743114141,-5.517566046473966,-3.0714187686250414
54,-0.8836903996153582,2.14157291828748,4.490596233672583,0.4132550179870437,0.012752022197396462,1.2326192007692836,-2.666141981946297,21.434173635708078,-1.595299987241536,-4.750150558468281
55,-2.583469035907255,1.5036715500249542,2.510058123099516,0.07551159669542967,1.5500183510471088,-2.16693807181451,-5.088334332068323,7.570406861696611,-1.659383091876623,2.7659269576838366
56,1.8578271024351896,-2.8306500325127453,1.9584823138472043,6.409793803248274,0.38527927337670775,6.715654204870379,-5.333486739282529,3.70937619693043,-0.23622073528963528,-6.781257827978402
57,-4.307021006262472,-3.4352126182271645,1.2365941974400905,0.01347362772096447,2.1767886621309915,-5.614042012524944,1.7381216347546191,-1.3438406179193674,-4.377452758506941,-8.985912427245372
58,-2.341054058475324,-2.4334342936769566,-7.033493720261177,0.09622615676010604,2.2403229035247207,-1.6821081169506478,-8.206493418913817,-59.23445604182824,1.5419373557232787,4.293606803223321
59,-4.664698110550394,-0.817036873304726,-3.200627912403127,0.009422092224437337,4.306768807445992,-6.329396221100788,-6.620050646123866,-32.40439538682189,-0.09166433445336208,-4.330569700288341
60,-7.0344484280590525,-0.19153165716621756,6.452437816967514,0.000881003968005662,-0.3132174711055047,-11.068896856118105,-1.7655197075799056,35.16706471877259,0.7870453963409063,-6.241637668607514
61,-1.3633980165388815,-8.012797236935914,2.0566105098682144,0.25579011948058683,-1.1809091917172778,0.27320396692223703,-5.278629319719634,4.3962735690775006,-2.2287664984092985,-7.582706613920689
